state,county,office,party,candidate,votes,STATEFP,STATENAME,COUNTYFP,NEIGHBORS
NC,Brunswick,President,Republican Party,Donald J. Trump,42720.0,37,North Carolina,019,"Horry, Columbus, Pender, New Hanover"
NC,Brunswick,President,Democratic Party,Hillary Clinton,23282.0,37,North Carolina,019,"Horry, Columbus, Pender, New Hanover"
NC,Brunswick,President,Libertarian Party,Gary Johnson,1717.0,37,North Carolina,019,"Horry, Columbus, Pender, New Hanover"
NC,Brunswick,President,,Write-In,536.0,37,North Carolina,019,"Horry, Columbus, Pender, New Hanover"
NC,Brunswick,President,Green Party ,Jill Stein,96.0,37,North Carolina,019,"Horry, Columbus, Pender, New Hanover"
NC,Buncombe,President,Republican Party,Donald J. Trump,55716.0,37,North Carolina,021,"McDowell, Transylvania, Yancey, Henderson, Madison, Rutherford, Haywood"
NC,Buncombe,President,Democratic Party,Hillary Clinton,75452.0,37,North Carolina,021,"McDowell, Transylvania, Yancey, Henderson, Madison, Rutherford, Haywood"
NC,Buncombe,President,Libertarian Party,Gary Johnson,4285.0,37,North Carolina,021,"McDowell, Transylvania, Yancey, Henderson, Madison, Rutherford, Haywood"
NC,Buncombe,President,,Write-In,1959.0,37,North Carolina,021,"McDowell, Transylvania, Yancey, Henderson, Madison, Rutherford, Haywood"
NC,Buncombe,President,Green Party ,Jill Stein,1535.0,37,North Carolina,021,"McDowell, Transylvania, Yancey, Henderson, Madison, Rutherford, Haywood"
NC,Burke,President,Republican Party,Donald J. Trump,26238.0,37,North Carolina,023,"Caldwell, McDowell, Rutherford, Catawba, Lincoln, Cleveland, Avery"
NC,Burke,President,Democratic Party,Hillary Clinton,11251.0,37,North Carolina,023,"Caldwell, McDowell, Rutherford, Catawba, Lincoln, Cleveland, Avery"
NC,Burke,President,Libertarian Party,Gary Johnson,988.0,37,North Carolina,023,"Caldwell, McDowell, Rutherford, Catawba, Lincoln, Cleveland, Avery"
NC,Burke,President,,Write-In,324.0,37,North Carolina,023,"Caldwell, McDowell, Rutherford, Catawba, Lincoln, Cleveland, Avery"
NC,Burke,President,Green Party ,Jill Stein,119.0,37,North Carolina,023,"Caldwell, McDowell, Rutherford, Catawba, Lincoln, Cleveland, Avery"
NC,Cabarrus,President,Republican Party,Donald J. Trump,53819.0,37,North Carolina,025,"Rowan, Iredell, Union, Mecklenburg, Stanly"
NC,Cabarrus,President,Democratic Party,Hillary Clinton,35521.0,37,North Carolina,025,"Rowan, Iredell, Union, Mecklenburg, Stanly"
NC,Cabarrus,President,Libertarian Party,Gary Johnson,2786.0,37,North Carolina,025,"Rowan, Iredell, Union, Mecklenburg, Stanly"
NC,Cabarrus,President,,Write-In,973.0,37,North Carolina,025,"Rowan, Iredell, Union, Mecklenburg, Stanly"
NC,Cabarrus,President,Green Party ,Jill Stein,190.0,37,North Carolina,025,"Rowan, Iredell, Union, Mecklenburg, Stanly"
NC,Caldwell,President,Republican Party,Donald J. Trump,26621.0,37,North Carolina,027,"Burke, Wilkes, Watauga, Catawba, Alexander, Avery"
NC,Caldwell,President,Democratic Party,Hillary Clinton,8425.0,37,North Carolina,027,"Burke, Wilkes, Watauga, Catawba, Alexander, Avery"
NC,Caldwell,President,Libertarian Party,Gary Johnson,849.0,37,North Carolina,027,"Burke, Wilkes, Watauga, Catawba, Alexander, Avery"
NC,Caldwell,President,,Write-In,302.0,37,North Carolina,027,"Burke, Wilkes, Watauga, Catawba, Alexander, Avery"
NC,Caldwell,President,Green Party ,Jill Stein,123.0,37,North Carolina,027,"Burke, Wilkes, Watauga, Catawba, Alexander, Avery"
NC,Camden,President,Republican Party,Donald J. Trump,3546.0,37,North Carolina,029,"Currituck, Pasquotank, Chesapeake, Gates, Suffolk"
NC,Camden,President,Democratic Party,Hillary Clinton,1274.0,37,North Carolina,029,"Currituck, Pasquotank, Chesapeake, Gates, Suffolk"
NC,Camden,President,Libertarian Party,Gary Johnson,149.0,37,North Carolina,029,"Currituck, Pasquotank, Chesapeake, Gates, Suffolk"
NC,Camden,President,,Write-In,29.0,37,North Carolina,029,"Currituck, Pasquotank, Chesapeake, Gates, Suffolk"
NC,Camden,President,Green Party ,Jill Stein,8.0,37,North Carolina,029,"Currituck, Pasquotank, Chesapeake, Gates, Suffolk"
NC,Carteret,President,Republican Party,Donald J. Trump,26569.0,37,North Carolina,031,"Craven, Jones, Onslow"
NC,Carteret,President,Democratic Party,Hillary Clinton,9939.0,37,North Carolina,031,"Craven, Jones, Onslow"
NC,Carteret,President,Libertarian Party,Gary Johnson,913.0,37,North Carolina,031,"Craven, Jones, Onslow"
NC,Carteret,President,,Write-In,278.0,37,North Carolina,031,"Craven, Jones, Onslow"
NC,Carteret,President,Green Party ,Jill Stein,82.0,37,North Carolina,031,"Craven, Jones, Onslow"
NC,Caswell,President,Republican Party,Donald J. Trump,6026.0,37,North Carolina,033,"Halifax, Pittsylvania, Person, Alamance, Rockingham, Danville, Orange"
NC,Caswell,President,Democratic Party,Hillary Clinton,4792.0,37,North Carolina,033,"Halifax, Pittsylvania, Person, Alamance, Rockingham, Danville, Orange"
NC,Caswell,President,Libertarian Party,Gary Johnson,214.0,37,North Carolina,033,"Halifax, Pittsylvania, Person, Alamance, Rockingham, Danville, Orange"
NC,Caswell,President,,Write-In,29.0,37,North Carolina,033,"Halifax, Pittsylvania, Person, Alamance, Rockingham, Danville, Orange"
NC,Caswell,President,Green Party ,Jill Stein,9.0,37,North Carolina,033,"Halifax, Pittsylvania, Person, Alamance, Rockingham, Danville, Orange"
NC,Catawba,President,Republican Party,Donald J. Trump,48324.0,37,North Carolina,035,"Caldwell, Burke, Iredell, Lincoln, Alexander"
NC,Catawba,President,Democratic Party,Hillary Clinton,21216.0,37,North Carolina,035,"Caldwell, Burke, Iredell, Lincoln, Alexander"
NC,Catawba,President,Libertarian Party,Gary Johnson,1973.0,37,North Carolina,035,"Caldwell, Burke, Iredell, Lincoln, Alexander"
NC,Catawba,President,,Write-In,685.0,37,North Carolina,035,"Caldwell, Burke, Iredell, Lincoln, Alexander"
NC,Catawba,President,Green Party ,Jill Stein,153.0,37,North Carolina,035,"Caldwell, Burke, Iredell, Lincoln, Alexander"
NC,Chatham,President,Republican Party,Donald J. Trump,17105.0,37,North Carolina,037,"Harnett, Lee, Moore, Wake, Alamance, Randolph, Durham, Orange"
NC,Chatham,President,Democratic Party,Hillary Clinton,21065.0,37,North Carolina,037,"Harnett, Lee, Moore, Wake, Alamance, Randolph, Durham, Orange"
NC,Chatham,President,Libertarian Party,Gary Johnson,1130.0,37,North Carolina,037,"Harnett, Lee, Moore, Wake, Alamance, Randolph, Durham, Orange"
NC,Chatham,President,,Write-In,412.0,37,North Carolina,037,"Harnett, Lee, Moore, Wake, Alamance, Randolph, Durham, Orange"
NC,Chatham,President,Green Party ,Jill Stein,137.0,37,North Carolina,037,"Harnett, Lee, Moore, Wake, Alamance, Randolph, Durham, Orange"
NC,Cherokee,President,Republican Party,Donald J. Trump,10844.0,37,North Carolina,039,"Union, Clay, Graham, Monroe, Macon, Fannin, Polk"
NC,Cherokee,President,Democratic Party,Hillary Clinton,2860.0,37,North Carolina,039,"Union, Clay, Graham, Monroe, Macon, Fannin, Polk"
NC,Cherokee,President,Libertarian Party,Gary Johnson,346.0,37,North Carolina,039,"Union, Clay, Graham, Monroe, Macon, Fannin, Polk"
NC,Cherokee,President,,Write-In,98.0,37,North Carolina,039,"Union, Clay, Graham, Monroe, Macon, Fannin, Polk"
NC,Cherokee,President,Green Party ,Jill Stein,33.0,37,North Carolina,039,"Union, Clay, Graham, Monroe, Macon, Fannin, Polk"
NC,Chowan,President,Republican Party,Donald J. Trump,4014.0,37,North Carolina,041,"Hertford, Perquimans, Gates"
NC,Chowan,President,Democratic Party,Hillary Clinton,2992.0,37,North Carolina,041,"Hertford, Perquimans, Gates"
NC,Chowan,President,Libertarian Party,Gary Johnson,162.0,37,North Carolina,041,"Hertford, Perquimans, Gates"
NC,Chowan,President,,Write-In,49.0,37,North Carolina,041,"Hertford, Perquimans, Gates"
NC,Chowan,President,Green Party ,Jill Stein,11.0,37,North Carolina,041,"Hertford, Perquimans, Gates"
NC,Clay,President,Republican Party,Donald J. Trump,4437.0,37,North Carolina,043,"Union, Cherokee, Macon, Towns, Rabun"
NC,Clay,President,Democratic Party,Hillary Clinton,1367.0,37,North Carolina,043,"Union, Cherokee, Macon, Towns, Rabun"
NC,Clay,President,Libertarian Party,Gary Johnson,143.0,37,North Carolina,043,"Union, Cherokee, Macon, Towns, Rabun"
NC,Clay,President,,Write-In,54.0,37,North Carolina,043,"Union, Cherokee, Macon, Towns, Rabun"
NC,Clay,President,Green Party ,Jill Stein,9.0,37,North Carolina,043,"Union, Cherokee, Macon, Towns, Rabun"
NC,Cleveland,President,Republican Party,Donald J. Trump,28479.0,37,North Carolina,045,"York, Burke, Rutherford, Cherokee, Lincoln, Gaston"
NC,Cleveland,President,Democratic Party,Hillary Clinton,14964.0,37,North Carolina,045,"York, Burke, Rutherford, Cherokee, Lincoln, Gaston"
NC,Cleveland,President,Libertarian Party,Gary Johnson,850.0,37,North Carolina,045,"York, Burke, Rutherford, Cherokee, Lincoln, Gaston"
NC,Cleveland,President,,Write-In,305.0,37,North Carolina,045,"York, Burke, Rutherford, Cherokee, Lincoln, Gaston"
NC,Cleveland,President,Green Party ,Jill Stein,75.0,37,North Carolina,045,"York, Burke, Rutherford, Cherokee, Lincoln, Gaston"
NC,Columbus,President,Republican Party,Donald J. Trump,14272.0,37,North Carolina,047,"Bladen, Horry, Brunswick, Pender, Robeson"
NC,Columbus,President,Democratic Party,Hillary Clinton,9063.0,37,North Carolina,047,"Bladen, Horry, Brunswick, Pender, Robeson"
NC,Columbus,President,Libertarian Party,Gary Johnson,306.0,37,North Carolina,047,"Bladen, Horry, Brunswick, Pender, Robeson"
NC,Columbus,President,,Write-In,91.0,37,North Carolina,047,"Bladen, Horry, Brunswick, Pender, Robeson"
NC,Columbus,President,Green Party ,Jill Stein,0.0,37,North Carolina,047,"Bladen, Horry, Brunswick, Pender, Robeson"
NC,Craven,President,Republican Party,Donald J. Trump,27731.0,37,North Carolina,049,"Beaufort, Jones, Pamlico, Lenoir, Pitt, Carteret"
NC,Craven,President,Democratic Party,Hillary Clinton,17630.0,37,North Carolina,049,"Beaufort, Jones, Pamlico, Lenoir, Pitt, Carteret"
NC,Craven,President,Libertarian Party,Gary Johnson,1210.0,37,North Carolina,049,"Beaufort, Jones, Pamlico, Lenoir, Pitt, Carteret"
NC,Craven,President,,Write-In,380.0,37,North Carolina,049,"Beaufort, Jones, Pamlico, Lenoir, Pitt, Carteret"
NC,Craven,President,Green Party ,Jill Stein,50.0,37,North Carolina,049,"Beaufort, Jones, Pamlico, Lenoir, Pitt, Carteret"
NC,Cumberland,President,Republican Party,Donald J. Trump,51265.0,37,North Carolina,051,"Hoke, Bladen, Harnett, Sampson, Moore, Robeson"
NC,Cumberland,President,Democratic Party,Hillary Clinton,71605.0,37,North Carolina,051,"Hoke, Bladen, Harnett, Sampson, Moore, Robeson"
NC,Cumberland,President,Libertarian Party,Gary Johnson,3373.0,37,North Carolina,051,"Hoke, Bladen, Harnett, Sampson, Moore, Robeson"
NC,Cumberland,President,,Write-In,1084.0,37,North Carolina,051,"Hoke, Bladen, Harnett, Sampson, Moore, Robeson"
NC,Cumberland,President,Green Party ,Jill Stein,179.0,37,North Carolina,051,"Hoke, Bladen, Harnett, Sampson, Moore, Robeson"
NC,Currituck,President,Republican Party,Donald J. Trump,9163.0,37,North Carolina,053,"Dare, Camden, Virginia Beach, Chesapeake"
NC,Currituck,President,Democratic Party,Hillary Clinton,2913.0,37,North Carolina,053,"Dare, Camden, Virginia Beach, Chesapeake"
NC,Currituck,President,Libertarian Party,Gary Johnson,482.0,37,North Carolina,053,"Dare, Camden, Virginia Beach, Chesapeake"
NC,Currituck,President,,Write-In,84.0,37,North Carolina,053,"Dare, Camden, Virginia Beach, Chesapeake"
NC,Currituck,President,Green Party ,Jill Stein,27.0,37,North Carolina,053,"Dare, Camden, Virginia Beach, Chesapeake"
NC,Dare,President,Republican Party,Donald J. Trump,11460.0,37,North Carolina,055,"Currituck, Hyde"
NC,Dare,President,Democratic Party,Hillary Clinton,7222.0,37,North Carolina,055,"Currituck, Hyde"
NC,Dare,President,Libertarian Party,Gary Johnson,674.0,37,North Carolina,055,"Currituck, Hyde"
NC,Dare,President,,Write-In,201.0,37,North Carolina,055,"Currituck, Hyde"
NC,Dare,President,Green Party ,Jill Stein,52.0,37,North Carolina,055,"Currituck, Hyde"
NC,Davidson,President,Republican Party,Donald J. Trump,54317.0,37,North Carolina,057,"Davie, Montgomery, Rowan, Guilford, Randolph, Forsyth, Stanly"
NC,Davidson,President,Democratic Party,Hillary Clinton,18109.0,37,North Carolina,057,"Davie, Montgomery, Rowan, Guilford, Randolph, Forsyth, Stanly"
NC,Davidson,President,Libertarian Party,Gary Johnson,1859.0,37,North Carolina,057,"Davie, Montgomery, Rowan, Guilford, Randolph, Forsyth, Stanly"
NC,Davidson,President,,Write-In,484.0,37,North Carolina,057,"Davie, Montgomery, Rowan, Guilford, Randolph, Forsyth, Stanly"
NC,Davidson,President,Green Party ,Jill Stein,87.0,37,North Carolina,057,"Davie, Montgomery, Rowan, Guilford, Randolph, Forsyth, Stanly"
NC,Davie,President,Republican Party,Donald J. Trump,15602.0,37,North Carolina,059,"Davidson, Rowan, Iredell, Yadkin, Forsyth"
NC,Davie,President,Democratic Party,Hillary Clinton,5270.0,37,North Carolina,059,"Davidson, Rowan, Iredell, Yadkin, Forsyth"
NC,Davie,President,Libertarian Party,Gary Johnson,631.0,37,North Carolina,059,"Davidson, Rowan, Iredell, Yadkin, Forsyth"
NC,Davie,President,,Write-In,206.0,37,North Carolina,059,"Davidson, Rowan, Iredell, Yadkin, Forsyth"
NC,Davie,President,Green Party ,Jill Stein,47.0,37,North Carolina,059,"Davidson, Rowan, Iredell, Yadkin, Forsyth"
NC,Duplin,President,Republican Party,Donald J. Trump,12217.0,37,North Carolina,061,"Jones, Onslow, Sampson, Lenoir, Pender, Wayne"
NC,Duplin,President,Democratic Party,Hillary Clinton,8283.0,37,North Carolina,061,"Jones, Onslow, Sampson, Lenoir, Pender, Wayne"
NC,Duplin,President,Libertarian Party,Gary Johnson,260.0,37,North Carolina,061,"Jones, Onslow, Sampson, Lenoir, Pender, Wayne"
NC,Duplin,President,,Write-In,85.0,37,North Carolina,061,"Jones, Onslow, Sampson, Lenoir, Pender, Wayne"
NC,Duplin,President,Green Party ,Jill Stein,11.0,37,North Carolina,061,"Jones, Onslow, Sampson, Lenoir, Pender, Wayne"
NC,Durham,President,Republican Party,Donald J. Trump,28350.0,37,North Carolina,063,"Chatham, Person, Wake, Orange, Granville"
NC,Durham,President,Democratic Party,Hillary Clinton,121250.0,37,North Carolina,063,"Chatham, Person, Wake, Orange, Granville"
NC,Durham,President,Libertarian Party,Gary Johnson,3999.0,37,North Carolina,063,"Chatham, Person, Wake, Orange, Granville"
NC,Durham,President,,Write-In,2000.0,37,North Carolina,063,"Chatham, Person, Wake, Orange, Granville"
NC,Durham,President,Green Party ,Jill Stein,535.0,37,North Carolina,063,"Chatham, Person, Wake, Orange, Granville"
NC,Edgecombe,President,Republican Party,Donald J. Trump,8261.0,37,North Carolina,065,"Halifax, Martin, Nash, Pitt, Wilson"
NC,Edgecombe,President,Democratic Party,Hillary Clinton,16224.0,37,North Carolina,065,"Halifax, Martin, Nash, Pitt, Wilson"
NC,Edgecombe,President,Libertarian Party,Gary Johnson,284.0,37,North Carolina,065,"Halifax, Martin, Nash, Pitt, Wilson"
NC,Edgecombe,President,,Write-In,106.0,37,North Carolina,065,"Halifax, Martin, Nash, Pitt, Wilson"
NC,Edgecombe,President,Green Party ,Jill Stein,11.0,37,North Carolina,065,"Halifax, Martin, Nash, Pitt, Wilson"
NC,Forsyth,President,Republican Party,Donald J. Trump,75975.0,37,North Carolina,067,"Davie, Davidson, Stokes, Yadkin, Guilford, Surry, Rockingham"
NC,Forsyth,President,Democratic Party,Hillary Clinton,94464.0,37,North Carolina,067,"Davie, Davidson, Stokes, Yadkin, Guilford, Surry, Rockingham"
NC,Forsyth,President,Libertarian Party,Gary Johnson,5370.0,37,North Carolina,067,"Davie, Davidson, Stokes, Yadkin, Guilford, Surry, Rockingham"
NC,Forsyth,President,,Write-In,2054.0,37,North Carolina,067,"Davie, Davidson, Stokes, Yadkin, Guilford, Surry, Rockingham"
NC,Forsyth,President,Green Party ,Jill Stein,449.0,37,North Carolina,067,"Davie, Davidson, Stokes, Yadkin, Guilford, Surry, Rockingham"
NC,Franklin,President,Republican Party,Donald J. Trump,16368.0,37,North Carolina,069,"Halifax, Nash, Johnston, Wake, Warren, Vance, Granville"
NC,Franklin,President,Democratic Party,Hillary Clinton,12874.0,37,North Carolina,069,"Halifax, Nash, Johnston, Wake, Warren, Vance, Granville"
NC,Franklin,President,Libertarian Party,Gary Johnson,777.0,37,North Carolina,069,"Halifax, Nash, Johnston, Wake, Warren, Vance, Granville"
NC,Franklin,President,,Write-In,296.0,37,North Carolina,069,"Halifax, Nash, Johnston, Wake, Warren, Vance, Granville"
NC,Franklin,President,Green Party ,Jill Stein,53.0,37,North Carolina,069,"Halifax, Nash, Johnston, Wake, Warren, Vance, Granville"
NC,Gaston,President,Republican Party,Donald J. Trump,61798.0,37,North Carolina,071,"York, Lincoln, Mecklenburg, Cleveland"
NC,Gaston,President,Democratic Party,Hillary Clinton,31177.0,37,North Carolina,071,"York, Lincoln, Mecklenburg, Cleveland"
NC,Gaston,President,Libertarian Party,Gary Johnson,2445.0,37,North Carolina,071,"York, Lincoln, Mecklenburg, Cleveland"
NC,Gaston,President,,Write-In,873.0,37,North Carolina,071,"York, Lincoln, Mecklenburg, Cleveland"
NC,Gaston,President,Green Party ,Jill Stein,138.0,37,North Carolina,071,"York, Lincoln, Mecklenburg, Cleveland"
NC,Gates,President,Republican Party,Donald J. Trump,2874.0,37,North Carolina,073,"Hertford, Southampton, Camden, Pasquotank, Perquimans, Chowan, Suffolk"
NC,Gates,President,Democratic Party,Hillary Clinton,2385.0,37,North Carolina,073,"Hertford, Southampton, Camden, Pasquotank, Perquimans, Chowan, Suffolk"
NC,Gates,President,Libertarian Party,Gary Johnson,108.0,37,North Carolina,073,"Hertford, Southampton, Camden, Pasquotank, Perquimans, Chowan, Suffolk"
NC,Gates,President,,Write-In,25.0,37,North Carolina,073,"Hertford, Southampton, Camden, Pasquotank, Perquimans, Chowan, Suffolk"
NC,Gates,President,Green Party ,Jill Stein,0.0,37,North Carolina,073,"Hertford, Southampton, Camden, Pasquotank, Perquimans, Chowan, Suffolk"
NC,Graham,President,Republican Party,Donald J. Trump,3283.0,37,North Carolina,075,"Cherokee, Monroe, Blount, Swain, Macon"
NC,Graham,President,Democratic Party,Hillary Clinton,768.0,37,North Carolina,075,"Cherokee, Monroe, Blount, Swain, Macon"
NC,Graham,President,Libertarian Party,Gary Johnson,74.0,37,North Carolina,075,"Cherokee, Monroe, Blount, Swain, Macon"
NC,Graham,President,,Write-In,43.0,37,North Carolina,075,"Cherokee, Monroe, Blount, Swain, Macon"
NC,Graham,President,Green Party ,Jill Stein,0.0,37,North Carolina,075,"Cherokee, Monroe, Blount, Swain, Macon"
NC,Granville,President,Republican Party,Donald J. Trump,13591.0,37,North Carolina,077,"Franklin, Halifax, Person, Wake, Vance, Durham, Mecklenburg"
NC,Granville,President,Democratic Party,Hillary Clinton,12909.0,37,North Carolina,077,"Franklin, Halifax, Person, Wake, Vance, Durham, Mecklenburg"
NC,Granville,President,Libertarian Party,Gary Johnson,596.0,37,North Carolina,077,"Franklin, Halifax, Person, Wake, Vance, Durham, Mecklenburg"
NC,Granville,President,,Write-In,215.0,37,North Carolina,077,"Franklin, Halifax, Person, Wake, Vance, Durham, Mecklenburg"
NC,Granville,President,Green Party ,Jill Stein,42.0,37,North Carolina,077,"Franklin, Halifax, Person, Wake, Vance, Durham, Mecklenburg"
NC,Greene,President,Republican Party,Donald J. Trump,4374.0,37,North Carolina,079,"Lenoir, Pitt, Wayne, Wilson"
NC,Greene,President,Democratic Party,Hillary Clinton,3605.0,37,North Carolina,079,"Lenoir, Pitt, Wayne, Wilson"
NC,Greene,President,Libertarian Party,Gary Johnson,85.0,37,North Carolina,079,"Lenoir, Pitt, Wayne, Wilson"
NC,Greene,President,,Write-In,27.0,37,North Carolina,079,"Lenoir, Pitt, Wayne, Wilson"
NC,Greene,President,Green Party ,Jill Stein,4.0,37,North Carolina,079,"Lenoir, Pitt, Wayne, Wilson"
NC,Guilford,President,Republican Party,Donald J. Trump,98062.0,37,North Carolina,081,"Davidson, Alamance, Stokes, Rockingham, Randolph, Forsyth"
NC,Guilford,President,Democratic Party,Hillary Clinton,149248.0,37,North Carolina,081,"Davidson, Alamance, Stokes, Rockingham, Randolph, Forsyth"
NC,Guilford,President,Libertarian Party,Gary Johnson,6754.0,37,North Carolina,081,"Davidson, Alamance, Stokes, Rockingham, Randolph, Forsyth"
NC,Guilford,President,,Write-In,2667.0,37,North Carolina,081,"Davidson, Alamance, Stokes, Rockingham, Randolph, Forsyth"
NC,Guilford,President,Green Party ,Jill Stein,674.0,37,North Carolina,081,"Davidson, Alamance, Stokes, Rockingham, Randolph, Forsyth"
NC,Halifax,President,Republican Party,Donald J. Trump,9031.0,37,North Carolina,083,"Franklin, Martin, Nash, Edgecombe, Bertie, Northampton, Warren"
NC,Halifax,President,Democratic Party,Hillary Clinton,15748.0,37,North Carolina,083,"Franklin, Martin, Nash, Edgecombe, Bertie, Northampton, Warren"
NC,Halifax,President,Libertarian Party,Gary Johnson,290.0,37,North Carolina,083,"Franklin, Martin, Nash, Edgecombe, Bertie, Northampton, Warren"
NC,Halifax,President,,Write-In,98.0,37,North Carolina,083,"Franklin, Martin, Nash, Edgecombe, Bertie, Northampton, Warren"
NC,Halifax,President,Green Party ,Jill Stein,0.0,37,North Carolina,083,"Franklin, Martin, Nash, Edgecombe, Bertie, Northampton, Warren"
NC,Harnett,President,Republican Party,Donald J. Trump,27614.0,37,North Carolina,085,"Chatham, Sampson, Lee, Moore, Johnston, Wake, Cumberland"
NC,Harnett,President,Democratic Party,Hillary Clinton,16737.0,37,North Carolina,085,"Chatham, Sampson, Lee, Moore, Johnston, Wake, Cumberland"
NC,Harnett,President,Libertarian Party,Gary Johnson,1252.0,37,North Carolina,085,"Chatham, Sampson, Lee, Moore, Johnston, Wake, Cumberland"
NC,Harnett,President,,Write-In,389.0,37,North Carolina,085,"Chatham, Sampson, Lee, Moore, Johnston, Wake, Cumberland"
NC,Harnett,President,Green Party ,Jill Stein,73.0,37,North Carolina,085,"Chatham, Sampson, Lee, Moore, Johnston, Wake, Cumberland"
NC,Haywood,President,Republican Party,Donald J. Trump,18929.0,37,North Carolina,087,"Jackson, Transylvania, Cocke, Henderson, Madison, Sevier, Buncombe, Swain"
NC,Haywood,President,Democratic Party,Hillary Clinton,10473.0,37,North Carolina,087,"Jackson, Transylvania, Cocke, Henderson, Madison, Sevier, Buncombe, Swain"
NC,Haywood,President,Libertarian Party,Gary Johnson,905.0,37,North Carolina,087,"Jackson, Transylvania, Cocke, Henderson, Madison, Sevier, Buncombe, Swain"
NC,Haywood,President,,Write-In,303.0,37,North Carolina,087,"Jackson, Transylvania, Cocke, Henderson, Madison, Sevier, Buncombe, Swain"
NC,Haywood,President,Green Party ,Jill Stein,117.0,37,North Carolina,087,"Jackson, Transylvania, Cocke, Henderson, Madison, Sevier, Buncombe, Swain"
NC,Henderson,President,Republican Party,Donald J. Trump,35809.0,37,North Carolina,089,"Transylvania, Polk, Rutherford, Buncombe, Greenville, Haywood"
NC,Henderson,President,Democratic Party,Hillary Clinton,19827.0,37,North Carolina,089,"Transylvania, Polk, Rutherford, Buncombe, Greenville, Haywood"
NC,Henderson,President,Libertarian Party,Gary Johnson,1626.0,37,North Carolina,089,"Transylvania, Polk, Rutherford, Buncombe, Greenville, Haywood"
NC,Henderson,President,,Write-In,687.0,37,North Carolina,089,"Transylvania, Polk, Rutherford, Buncombe, Greenville, Haywood"
NC,Henderson,President,Green Party ,Jill Stein,227.0,37,North Carolina,089,"Transylvania, Polk, Rutherford, Buncombe, Greenville, Haywood"
NC,Hertford,President,Republican Party,Donald J. Trump,3099.0,37,North Carolina,091,"Southampton, Bertie, Northampton, Chowan, Gates"
NC,Hertford,President,Democratic Party,Hillary Clinton,6910.0,37,North Carolina,091,"Southampton, Bertie, Northampton, Chowan, Gates"
NC,Hertford,President,Libertarian Party,Gary Johnson,133.0,37,North Carolina,091,"Southampton, Bertie, Northampton, Chowan, Gates"
NC,Hertford,President,,Write-In,44.0,37,North Carolina,091,"Southampton, Bertie, Northampton, Chowan, Gates"
NC,Hertford,President,Green Party ,Jill Stein,0.0,37,North Carolina,091,"Southampton, Bertie, Northampton, Chowan, Gates"
NC,Hoke,President,Republican Party,Donald J. Trump,7760.0,37,North Carolina,093,"Scotland, Richmond, Moore, Cumberland, Robeson"
NC,Hoke,President,Democratic Party,Hillary Clinton,9726.0,37,North Carolina,093,"Scotland, Richmond, Moore, Cumberland, Robeson"
NC,Hoke,President,Libertarian Party,Gary Johnson,577.0,37,North Carolina,093,"Scotland, Richmond, Moore, Cumberland, Robeson"
NC,Hoke,President,,Write-In,140.0,37,North Carolina,093,"Scotland, Richmond, Moore, Cumberland, Robeson"
NC,Hoke,President,Green Party ,Jill Stein,27.0,37,North Carolina,093,"Scotland, Richmond, Moore, Cumberland, Robeson"
NC,Hyde,President,Republican Party,Donald J. Trump,1288.0,37,North Carolina,095,"Dare, Beaufort, Tyrrell, Washington"
NC,Hyde,President,Democratic Party,Hillary Clinton,965.0,37,North Carolina,095,"Dare, Beaufort, Tyrrell, Washington"
NC,Hyde,President,Libertarian Party,Gary Johnson,42.0,37,North Carolina,095,"Dare, Beaufort, Tyrrell, Washington"
NC,Hyde,President,,Write-In,8.0,37,North Carolina,095,"Dare, Beaufort, Tyrrell, Washington"
NC,Hyde,President,Green Party ,Jill Stein,1.0,37,North Carolina,095,"Dare, Beaufort, Tyrrell, Washington"
NC,Iredell,President,Republican Party,Donald J. Trump,54754.0,37,North Carolina,097,"Davie, Wilkes, Rowan, Cabarrus, Catawba, Lincoln, Yadkin, Mecklenburg, Alexander"
NC,Iredell,President,Democratic Party,Hillary Clinton,24734.0,37,North Carolina,097,"Davie, Wilkes, Rowan, Cabarrus, Catawba, Lincoln, Yadkin, Mecklenburg, Alexander"
NC,Iredell,President,Libertarian Party,Gary Johnson,2185.0,37,North Carolina,097,"Davie, Wilkes, Rowan, Cabarrus, Catawba, Lincoln, Yadkin, Mecklenburg, Alexander"
NC,Iredell,President,,Write-In,754.0,37,North Carolina,097,"Davie, Wilkes, Rowan, Cabarrus, Catawba, Lincoln, Yadkin, Mecklenburg, Alexander"
NC,Iredell,President,Green Party ,Jill Stein,140.0,37,North Carolina,097,"Davie, Wilkes, Rowan, Cabarrus, Catawba, Lincoln, Yadkin, Mecklenburg, Alexander"
NC,Jackson,President,Republican Party,Donald J. Trump,9870.0,37,North Carolina,099,"Transylvania, Oconee, Swain, Macon, Haywood, Rabun"
NC,Jackson,President,Democratic Party,Hillary Clinton,7713.0,37,North Carolina,099,"Transylvania, Oconee, Swain, Macon, Haywood, Rabun"
NC,Jackson,President,Libertarian Party,Gary Johnson,742.0,37,North Carolina,099,"Transylvania, Oconee, Swain, Macon, Haywood, Rabun"
NC,Jackson,President,,Write-In,276.0,37,North Carolina,099,"Transylvania, Oconee, Swain, Macon, Haywood, Rabun"
NC,Jackson,President,Green Party ,Jill Stein,112.0,37,North Carolina,099,"Transylvania, Oconee, Swain, Macon, Haywood, Rabun"
